Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgTalkSeconds,Hour
ID2716,Martha,2021-02-17,1900-01-01 09:34:34,Technical Support,Y,Y,10.0,1900-01-01 00:02:15,5.0,135.0,9
ID2717,Joe,2021-02-17,1900-01-01 09:53:17,Admin Support,Y,Y,96.0,1900-01-01 00:04:12,3.0,252.0,9
ID2718,Joe,2021-02-17,1900-01-01 09:53:17,Admin Support,Y,Y,32.0,1900-01-01 00:01:41,4.0,101.0,9
ID2719,Becky,2021-02-17,1900-01-01 09:59:02,Streaming,Y,Y,36.0,1900-01-01 00:05:02,1.0,302.0,9
ID2720,Martha,2021-02-17,1900-01-01 09:59:02,Streaming,Y,Y,50.0,1900-01-01 00:01:42,5.0,102.0,9
ID2721,Stewart,2021-02-17,1900-01-01 10:03:22,Payment related,N,N,,,,,10
ID2722,Martha,2021-02-17,1900-01-01 10:03:22,Payment related,Y,Y,89.0,1900-01-01 00:00:33,2.0,33.0,10
ID2723,Diane,2021-02-17,1900-01-01 10:36:29,Contract related,N,N,,,,,10
ID2724,Joe,2021-02-17,1900-01-01 10:36:29,Admin Support,Y,Y,114.0,1900-01-01 00:05:47,5.0,347.0,10
ID2725,Martha,2021-02-17,1900-01-01 10:43:41,Streaming,Y,Y,44.0,1900-01-01 00:06:31,5.0,391.0,10
ID2726,Joe,2021-02-17,1900-01-01 10:43:41,Admin Support,Y,Y,100.0,1900-01-01 00:06:06,5.0,366.0,10
ID2727,Jim,2021-02-17,1900-01-01 11:24:00,Payment related,N,N,,,,,11
ID2728,Jim,2021-02-17,1900-01-01 11:24:00,Contract related,Y,Y,70.0,1900-01-01 00:00:49,4.0,49.0,11
ID2729,Martha,2021-02-17,1900-01-01 11:24:00,Contract related,Y,Y,16.0,1900-01-01 00:04:03,4.0,243.0,11
ID2730,Becky,2021-02-17,1900-01-01 11:24:00,Admin Support,Y,Y,49.0,1900-01-01 00:01:04,4.0,64.0,11
ID2731,Joe,2021-02-17,1900-01-01 11:28:19,Streaming,Y,Y,96.0,1900-01-01 00:05:48,4.0,348.0,11
ID2732,Greg,2021-02-17,1900-01-01 11:28:19,Admin Support,Y,Y,85.0,1900-01-01 00:05:36,4.0,336.0,11
ID2733,Martha,2021-02-17,1900-01-01 11:42:43,Contract related,Y,Y,65.0,1900-01-01 00:05:29,2.0,329.0,11
ID2734,Martha,2021-02-17,1900-01-01 11:42:43,Payment related,Y,Y,67.0,1900-01-01 00:00:30,4.0,30.0,11
ID2735,Greg,2021-02-17,1900-01-01 12:05:46,Payment related,Y,Y,50.0,1900-01-01 00:01:09,4.0,69.0,12
ID2736,Becky,2021-02-17,1900-01-01 12:05:46,Streaming,N,N,,,,,12
ID2737,Diane,2021-02-17,1900-01-01 12:10:05,Contract related,Y,Y,79.0,1900-01-01 00:03:22,3.0,202.0,12
ID2738,Greg,2021-02-17,1900-01-01 12:10:05,Technical Support,Y,Y,107.0,1900-01-01 00:03:53,4.0,233.0,12
ID2739,Martha,2021-02-17,1900-01-01 12:11:31,Contract related,Y,N,52.0,1900-01-01 00:04:50,1.0,290.0,12
ID2740,Jim,2021-02-17,1900-01-01 12:11:31,Streaming,Y,N,104.0,1900-01-01 00:06:25,1.0,385.0,12
ID2741,Joe,2021-02-17,1900-01-01 12:17:17,Admin Support,N,N,,,,,12
ID2742,Jim,2021-02-17,1900-01-01 12:17:17,Contract related,Y,Y,63.0,1900-01-01 00:00:54,1.0,54.0,12
ID2743,Becky,2021-02-17,1900-01-01 13:03:22,Technical Support,Y,Y,79.0,1900-01-01 00:03:51,4.0,231.0,13
ID2744,Greg,2021-02-17,1900-01-01 13:03:22,Streaming,Y,N,21.0,1900-01-01 00:06:31,3.0,391.0,13
ID2745,Becky,2021-02-17,1900-01-01 13:24:58,Technical Support,Y,Y,93.0,1900-01-01 00:05:36,3.0,336.0,13
ID2746,Joe,2021-02-17,1900-01-01 13:24:58,Streaming,Y,Y,72.0,1900-01-01 00:02:52,4.0,172.0,13
ID2747,Greg,2021-02-17,1900-01-01 13:36:29,Admin Support,Y,Y,84.0,1900-01-01 00:04:32,3.0,272.0,13
ID2748,Stewart,2021-02-17,1900-01-01 13:36:29,Admin Support,N,N,,,,,13
ID2749,Jim,2021-02-17,1900-01-01 14:19:41,Admin Support,Y,Y,45.0,1900-01-01 00:02:04,3.0,124.0,14
ID2750,Stewart,2021-02-17,1900-01-01 14:19:41,Streaming,N,N,,,,,14
ID2751,Dan,2021-02-17,1900-01-01 14:29:46,Streaming,Y,N,49.0,1900-01-01 00:01:21,4.0,81.0,14
ID2752,Becky,2021-02-17,1900-01-01 14:29:46,Admin Support,Y,Y,110.0,1900-01-01 00:06:06,4.0,366.0,14
ID2753,Diane,2021-02-17,1900-01-01 14:32:38,Technical Support,Y,N,58.0,1900-01-01 00:02:13,3.0,133.0,14
ID2754,Joe,2021-02-17,1900-01-01 14:32:38,Contract related,Y,Y,35.0,1900-01-01 00:06:13,4.0,373.0,14
ID2755,Dan,2021-02-17,1900-01-01 15:02:53,Payment related,Y,Y,105.0,1900-01-01 00:01:10,4.0,70.0,15
ID2756,Diane,2021-02-17,1900-01-01 15:02:53,Payment related,Y,Y,99.0,1900-01-01 00:02:12,3.0,132.0,15
ID2757,Joe,2021-02-17,1900-01-01 15:10:05,Contract related,Y,Y,53.0,1900-01-01 00:04:02,2.0,242.0,15
ID2758,Greg,2021-02-17,1900-01-01 15:10:05,Contract related,Y,N,50.0,1900-01-01 00:06:42,4.0,402.0,15
ID2759,Jim,2021-02-17,1900-01-01 15:46:05,Contract related,Y,Y,114.0,1900-01-01 00:02:32,4.0,152.0,15
ID2760,Stewart,2021-02-17,1900-01-01 15:46:05,Technical Support,N,N,,,,,15
ID2761,Diane,2021-02-17,1900-01-01 16:06:14,Payment related,N,N,,,,,16
ID2762,Dan,2021-02-17,1900-01-01 16:06:14,Payment related,Y,Y,87.0,1900-01-01 00:02:30,4.0,150.0,16
ID2763,Jim,2021-02-17,1900-01-01 16:14:53,Payment related,Y,N,55.0,1900-01-01 00:01:07,5.0,67.0,16
ID2764,Martha,2021-02-17,1900-01-01 16:14:53,Admin Support,Y,Y,97.0,1900-01-01 00:05:54,4.0,354.0,16
ID2765,Martha,2021-02-17,1900-01-01 16:27:50,Payment related,Y,N,12.0,1900-01-01 00:04:28,3.0,268.0,16
ID2766,Greg,2021-02-17,1900-01-01 16:27:50,Streaming,N,N,,,,,16
ID2767,Stewart,2021-02-17,1900-01-01 16:36:29,Admin Support,Y,Y,79.0,1900-01-01 00:03:01,5.0,181.0,16
ID2768,Martha,2021-02-17,1900-01-01 16:36:29,Technical Support,Y,Y,11.0,1900-01-01 00:06:23,3.0,383.0,16
ID2769,Stewart,2021-02-17,1900-01-01 17:11:02,Payment related,Y,N,69.0,1900-01-01 00:00:39,4.0,39.0,17
ID2770,Jim,2021-02-17,1900-01-01 17:11:02,Admin Support,N,N,,,,,17
ID2771,Martha,2021-02-17,1900-01-01 17:12:29,Technical Support,N,N,,,,,17
ID2772,Jim,2021-02-17,1900-01-01 17:12:29,Admin Support,Y,Y,123.0,1900-01-01 00:01:48,3.0,108.0,17
ID2773,Joe,2021-02-17,1900-01-01 17:44:10,Admin Support,N,N,,,,,17
ID2774,Martha,2021-02-17,1900-01-01 17:44:10,Admin Support,Y,N,48.0,1900-01-01 00:03:34,4.0,214.0,17
ID2775,Joe,2021-02-17,1900-01-01 17:54:14,Contract related,Y,Y,78.0,1900-01-01 00:06:57,3.0,417.0,17
ID2776,Joe,2021-02-17,1900-01-01 17:54:14,Technical Support,Y,Y,109.0,1900-01-01 00:04:04,3.0,244.0,17
ID2777,Dan,2021-02-18,1900-01-01 09:23:02,Technical Support,Y,N,61.0,1900-01-01 00:05:54,5.0,354.0,9
ID2778,Greg,2021-02-18,1900-01-01 09:23:02,Payment related,Y,Y,86.0,1900-01-01 00:01:37,2.0,97.0,9
ID2779,Greg,2021-02-18,1900-01-01 09:43:12,Admin Support,Y,Y,74.0,1900-01-01 00:06:52,4.0,412.0,9
ID2780,Diane,2021-02-18,1900-01-01 09:43:12,Payment related,Y,Y,125.0,1900-01-01 00:04:53,3.0,293.0,9
ID2781,Becky,2021-02-18,1900-01-01 10:00:29,Contract related,Y,N,64.0,1900-01-01 00:06:09,2.0,369.0,10
ID2782,Joe,2021-02-18,1900-01-01 10:00:29,Streaming,Y,Y,63.0,1900-01-01 00:02:06,3.0,126.0,10
ID2783,Greg,2021-02-18,1900-01-01 10:13:26,Admin Support,Y,Y,46.0,1900-01-01 00:06:36,4.0,396.0,10
ID2784,Greg,2021-02-18,1900-01-01 10:13:26,Admin Support,Y,Y,63.0,1900-01-01 00:04:15,3.0,255.0,10
ID2785,Joe,2021-02-18,1900-01-01 10:16:19,Contract related,Y,Y,96.0,1900-01-01 00:00:47,4.0,47.0,10
ID2786,Dan,2021-02-18,1900-01-01 10:16:19,Streaming,Y,Y,37.0,1900-01-01 00:04:25,3.0,265.0,10
ID2787,Dan,2021-02-18,1900-01-01 10:33:36,Contract related,Y,Y,73.0,1900-01-01 00:03:24,4.0,204.0,10
ID2788,Diane,2021-02-18,1900-01-01 10:33:36,Payment related,Y,Y,111.0,1900-01-01 00:02:18,4.0,138.0,10
ID2789,Joe,2021-02-18,1900-01-01 10:37:55,Payment related,N,N,,,,,10
ID2790,Joe,2021-02-18,1900-01-01 10:37:55,Streaming,Y,Y,79.0,1900-01-01 00:03:08,2.0,188.0,10
ID2791,Greg,2021-02-18,1900-01-01 10:56:38,Admin Support,N,N,,,,,10
ID2792,Dan,2021-02-18,1900-01-01 10:56:38,Admin Support,Y,N,32.0,1900-01-01 00:05:36,3.0,336.0,10
ID2793,Dan,2021-02-18,1900-01-01 11:18:14,Contract related,Y,Y,60.0,1900-01-01 00:04:50,3.0,290.0,11
ID2794,Dan,2021-02-18,1900-01-01 11:18:14,Payment related,Y,Y,25.0,1900-01-01 00:05:31,3.0,331.0,11
ID2795,Jim,2021-02-18,1900-01-01 11:18:14,Payment related,Y,Y,72.0,1900-01-01 00:04:11,4.0,251.0,11
ID2796,Dan,2021-02-18,1900-01-01 11:18:14,Technical Support,Y,Y,82.0,1900-01-01 00:01:07,3.0,67.0,11
ID2797,Jim,2021-02-18,1900-01-01 11:25:26,Payment related,N,N,,,,,11
ID2798,Diane,2021-02-18,1900-01-01 11:25:26,Admin Support,Y,Y,104.0,1900-01-01 00:06:44,4.0,404.0,11
ID2799,Stewart,2021-02-18,1900-01-01 11:34:05,Technical Support,N,N,,,,,11
ID2800,Becky,2021-02-18,1900-01-01 11:34:05,Technical Support,Y,Y,102.0,1900-01-01 00:02:24,5.0,144.0,11
ID2801,Dan,2021-02-18,1900-01-01 11:38:24,Streaming,N,N,,,,,11
ID2802,Dan,2021-02-18,1900-01-01 11:38:24,Technical Support,N,N,,,,,11
ID2803,Martha,2021-02-18,1900-01-01 13:04:48,Streaming,Y,N,86.0,1900-01-01 00:01:35,3.0,95.0,13
ID2804,Becky,2021-02-18,1900-01-01 13:04:48,Technical Support,Y,Y,93.0,1900-01-01 00:06:04,2.0,364.0,13
ID2805,Stewart,2021-02-18,1900-01-01 13:33:36,Admin Support,N,N,,,,,13
ID2806,Jim,2021-02-18,1900-01-01 13:33:36,Streaming,N,N,,,,,13
ID2807,Dan,2021-02-18,1900-01-01 13:37:55,Technical Support,Y,Y,39.0,1900-01-01 00:04:13,2.0,253.0,13
ID2808,Stewart,2021-02-18,1900-01-01 13:37:55,Admin Support,Y,Y,119.0,1900-01-01 00:00:46,4.0,46.0,13
ID2809,Martha,2021-02-18,1900-01-01 13:45:07,Contract related,N,N,,,,,13
ID2810,Stewart,2021-02-18,1900-01-01 13:45:07,Technical Support,Y,Y,71.0,1900-01-01 00:00:42,3.0,42.0,13
ID2811,Joe,2021-02-18,1900-01-01 13:48:00,Streaming,Y,Y,111.0,1900-01-01 00:06:54,1.0,414.0,13
ID2812,Martha,2021-02-18,1900-01-01 13:48:00,Streaming,Y,N,120.0,1900-01-01 00:04:00,1.0,240.0,13
ID2813,Joe,2021-02-18,1900-01-01 14:47:02,Technical Support,N,N,,,,,14
ID2814,Diane,2021-02-18,1900-01-01 14:47:02,Admin Support,Y,Y,81.0,1900-01-01 00:03:02,5.0,182.0,14
ID2815,Jim,2021-02-18,1900-01-01 14:52:48,Payment related,N,N,,,,,14
ID2816,Martha,2021-02-18,1900-01-01 14:52:48,Streaming,Y,Y,40.0,1900-01-01 00:02:23,1.0,143.0,14
ID2817,Dan,2021-02-18,1900-01-01 15:15:50,Admin Support,Y,Y,114.0,1900-01-01 00:02:59,5.0,179.0,15
ID2818,Jim,2021-02-18,1900-01-01 15:15:50,Contract related,N,N,,,,,15
ID2819,Jim,2021-02-18,1900-01-01 16:00:29,Payment related,N,N,,,,,16
ID2820,Jim,2021-02-18,1900-01-01 16:00:29,Contract related,Y,Y,29.0,1900-01-01 00:00:48,4.0,48.0,16
ID2821,Jim,2021-02-18,1900-01-01 16:03:22,Technical Support,Y,Y,56.0,1900-01-01 00:06:30,3.0,390.0,16
ID2822,Diane,2021-02-18,1900-01-01 16:03:22,Technical Support,Y,N,58.0,1900-01-01 00:02:45,4.0,165.0,16
ID2823,Martha,2021-02-18,1900-01-01 16:58:05,Technical Support,Y,Y,68.0,1900-01-01 00:03:02,5.0,182.0,16
ID2824,Jim,2021-02-18,1900-01-01 16:58:05,Admin Support,Y,N,114.0,1900-01-01 00:01:05,3.0,65.0,16
ID2825,Greg,2021-02-18,1900-01-01 16:59:31,Technical Support,Y,Y,11.0,1900-01-01 00:03:08,3.0,188.0,16
ID2826,Becky,2021-02-18,1900-01-01 16:59:31,Streaming,Y,Y,46.0,1900-01-01 00:01:43,3.0,103.0,16
ID2827,Jim,2021-02-19,1900-01-01 09:01:26,Admin Support,Y,Y,78.0,1900-01-01 00:06:46,4.0,406.0,9
ID2828,Joe,2021-02-19,1900-01-01 09:01:26,Payment related,N,N,,,,,9
ID2829,Joe,2021-02-19,1900-01-01 09:17:17,Admin Support,Y,Y,53.0,1900-01-01 00:05:01,3.0,301.0,9
ID2830,Jim,2021-02-19,1900-01-01 09:17:17,Payment related,Y,Y,37.0,1900-01-01 00:03:21,1.0,201.0,9
ID2831,Diane,2021-02-19,1900-01-01 09:18:43,Streaming,Y,Y,111.0,1900-01-01 00:03:40,4.0,220.0,9
ID2832,Dan,2021-02-19,1900-01-01 09:18:43,Contract related,Y,N,14.0,1900-01-01 00:00:54,5.0,54.0,9
ID2833,Diane,2021-02-19,1900-01-01 09:25:55,Streaming,Y,Y,82.0,1900-01-01 00:02:48,3.0,168.0,9
ID2834,Stewart,2021-02-19,1900-01-01 09:25:55,Contract related,N,N,,,,,9
ID2835,Dan,2021-02-19,1900-01-01 10:46:34,Payment related,N,N,,,,,10
ID2836,Jim,2021-02-19,1900-01-01 10:46:34,Admin Support,N,N,,,,,10
ID2837,Stewart,2021-02-19,1900-01-01 11:22:34,Contract related,Y,Y,69.0,1900-01-01 00:04:54,3.0,294.0,11
ID2838,Diane,2021-02-19,1900-01-01 11:22:34,Streaming,Y,Y,21.0,1900-01-01 00:06:54,3.0,414.0,11
ID2839,Becky,2021-02-19,1900-01-01 11:42:43,Payment related,Y,Y,113.0,1900-01-01 00:00:41,2.0,41.0,11
ID2840,Martha,2021-02-19,1900-01-01 11:42:43,Streaming,Y,Y,34.0,1900-01-01 00:03:31,3.0,211.0,11
ID2841,Jim,2021-02-19,1900-01-01 11:54:14,Payment related,Y,N,26.0,1900-01-01 00:00:40,3.0,40.0,11
ID2842,Jim,2021-02-19,1900-01-01 11:54:14,Admin Support,Y,Y,76.0,1900-01-01 00:05:20,3.0,320.0,11
ID2843,Diane,2021-02-19,1900-01-01 12:15:50,Admin Support,N,N,,,,,12
ID2844,Martha,2021-02-19,1900-01-01 12:15:50,Payment related,N,N,,,,,12
ID2845,Jim,2021-02-19,1900-01-01 13:29:17,Technical Support,Y,Y,63.0,1900-01-01 00:03:47,1.0,227.0,13
ID2846,Stewart,2021-02-19,1900-01-01 13:29:17,Admin Support,Y,Y,80.0,1900-01-01 00:04:08,3.0,248.0,13
ID2847,Jim,2021-02-19,1900-01-01 13:32:10,Admin Support,Y,Y,36.0,1900-01-01 00:06:17,1.0,377.0,13
ID2848,Diane,2021-02-19,1900-01-01 13:32:10,Admin Support,Y,Y,22.0,1900-01-01 00:01:55,5.0,115.0,13
ID2849,Stewart,2021-02-19,1900-01-01 13:45:07,Streaming,Y,Y,80.0,1900-01-01 00:04:27,2.0,267.0,13
ID2850,Jim,2021-02-19,1900-01-01 13:45:07,Technical Support,Y,Y,109.0,1900-01-01 00:00:44,1.0,44.0,13
ID2851,Stewart,2021-02-19,1900-01-01 14:22:34,Technical Support,Y,Y,80.0,1900-01-01 00:05:38,3.0,338.0,14
ID2852,Joe,2021-02-19,1900-01-01 14:22:34,Admin Support,Y,Y,108.0,1900-01-01 00:04:47,4.0,287.0,14
ID2853,Becky,2021-02-19,1900-01-01 14:26:53,Contract related,Y,Y,10.0,1900-01-01 00:05:44,4.0,344.0,14
ID2854,Greg,2021-02-19,1900-01-01 14:26:53,Technical Support,N,N,,,,,14
ID2855,Martha,2021-02-19,1900-01-01 14:45:36,Technical Support,Y,Y,115.0,1900-01-01 00:02:38,3.0,158.0,14
ID2856,Becky,2021-02-19,1900-01-01 14:45:36,Admin Support,Y,Y,79.0,1900-01-01 00:04:31,3.0,271.0,14
ID2857,Stewart,2021-02-19,1900-01-01 14:52:48,Admin Support,Y,Y,109.0,1900-01-01 00:00:39,2.0,39.0,14
ID2858,Jim,2021-02-19,1900-01-01 14:52:48,Contract related,Y,Y,12.0,1900-01-01 00:05:15,4.0,315.0,14
ID2859,Joe,2021-02-19,1900-01-01 15:02:53,Streaming,Y,Y,87.0,1900-01-01 00:02:14,3.0,134.0,15
ID2860,Stewart,2021-02-19,1900-01-01 15:02:53,Admin Support,Y,Y,55.0,1900-01-01 00:05:40,3.0,340.0,15
ID2861,Joe,2021-02-19,1900-01-01 15:33:07,Payment related,Y,Y,109.0,1900-01-01 00:05:35,4.0,335.0,15
ID2862,Becky,2021-02-19,1900-01-01 15:33:07,Contract related,N,N,,,,,15
ID2863,Diane,2021-02-19,1900-01-01 15:33:07,Payment related,N,N,,,,,15
ID2864,Becky,2021-02-19,1900-01-01 15:33:07,Payment related,Y,Y,12.0,1900-01-01 00:01:09,4.0,69.0,15
ID2865,Martha,2021-02-19,1900-01-01 16:04:48,Payment related,Y,Y,71.0,1900-01-01 00:02:51,5.0,171.0,16
ID2866,Dan,2021-02-19,1900-01-01 16:04:48,Technical Support,N,N,,,,,16
ID2867,Stewart,2021-02-19,1900-01-01 16:26:24,Streaming,Y,N,104.0,1900-01-01 00:06:29,4.0,389.0,16
ID2868,Stewart,2021-02-19,1900-01-01 16:26:24,Payment related,Y,Y,110.0,1900-01-01 00:01:53,1.0,113.0,16
ID2869,Martha,2021-02-19,1900-01-01 17:21:07,Streaming,Y,Y,108.0,1900-01-01 00:02:44,1.0,164.0,17
ID2870,Dan,2021-02-19,1900-01-01 17:21:07,Technical Support,Y,Y,88.0,1900-01-01 00:00:55,1.0,55.0,17
ID2871,Stewart,2021-02-19,1900-01-01 17:29:46,Contract related,N,N,,,,,17
ID2872,Joe,2021-02-19,1900-01-01 17:29:46,Admin Support,Y,Y,32.0,1900-01-01 00:06:08,1.0,368.0,17
ID2873,Diane,2021-02-19,1900-01-01 17:38:24,Contract related,Y,Y,37.0,1900-01-01 00:06:13,4.0,373.0,17
ID2874,Greg,2021-02-19,1900-01-01 17:38:24,Payment related,Y,Y,58.0,1900-01-01 00:03:25,5.0,205.0,17
ID2875,Greg,2021-02-20,1900-01-01 09:24:29,Contract related,Y,Y,61.0,1900-01-01 00:04:06,4.0,246.0,9
ID2876,Jim,2021-02-20,1900-01-01 09:24:29,Contract related,Y,Y,39.0,1900-01-01 00:01:45,1.0,105.0,9
ID2877,Joe,2021-02-20,1900-01-01 09:33:07,Contract related,Y,Y,39.0,1900-01-01 00:05:41,4.0,341.0,9
ID2878,Diane,2021-02-20,1900-01-01 09:33:07,Streaming,Y,Y,53.0,1900-01-01 00:01:47,5.0,107.0,9
ID2879,Joe,2021-02-20,1900-01-01 10:01:55,Contract related,N,N,,,,,10
ID2880,Stewart,2021-02-20,1900-01-01 10:01:55,Streaming,Y,Y,64.0,1900-01-01 00:05:11,4.0,311.0,10
ID2881,Joe,2021-02-20,1900-01-01 10:10:34,Technical Support,Y,Y,77.0,1900-01-01 00:03:40,3.0,220.0,10
ID2882,Dan,2021-02-20,1900-01-01 10:10:34,Contract related,Y,Y,20.0,1900-01-01 00:00:49,1.0,49.0,10
ID2883,Martha,2021-02-20,1900-01-01 10:24:58,Contract related,N,N,,,,,10
ID2884,Joe,2021-02-20,1900-01-01 10:24:58,Admin Support,N,N,,,,,10
ID2885,Dan,2021-02-20,1900-01-01 10:50:53,Admin Support,Y,Y,26.0,1900-01-01 00:06:13,5.0,373.0,10
ID2886,Diane,2021-02-20,1900-01-01 10:50:53,Technical Support,Y,Y,33.0,1900-01-01 00:04:59,3.0,299.0,10
ID2887,Jim,2021-02-20,1900-01-01 11:00:58,Admin Support,N,N,,,,,11
ID2888,Becky,2021-02-20,1900-01-01 11:00:58,Contract related,Y,Y,122.0,1900-01-01 00:02:08,3.0,128.0,11
ID2889,Martha,2021-02-20,1900-01-01 11:11:02,Contract related,N,N,,,,,11
ID2890,Martha,2021-02-20,1900-01-01 11:11:02,Payment related,Y,Y,75.0,1900-01-01 00:03:46,3.0,226.0,11
ID2891,Martha,2021-02-20,1900-01-01 11:21:07,Admin Support,Y,Y,27.0,1900-01-01 00:01:39,4.0,99.0,11
ID2892,Diane,2021-02-20,1900-01-01 11:21:07,Contract related,Y,Y,37.0,1900-01-01 00:05:48,3.0,348.0,11
ID2893,Diane,2021-02-20,1900-01-01 11:34:05,Admin Support,Y,Y,24.0,1900-01-01 00:02:25,3.0,145.0,11
ID2894,Becky,2021-02-20,1900-01-01 11:34:05,Streaming,Y,Y,70.0,1900-01-01 00:05:22,1.0,322.0,11
ID2895,Becky,2021-02-20,1900-01-01 11:41:17,Technical Support,Y,Y,117.0,1900-01-01 00:01:54,4.0,114.0,11
ID2896,Diane,2021-02-20,1900-01-01 11:41:17,Payment related,Y,Y,15.0,1900-01-01 00:04:37,1.0,277.0,11
ID2897,Greg,2021-02-20,1900-01-01 11:54:14,Streaming,Y,Y,20.0,1900-01-01 00:03:35,3.0,215.0,11
ID2898,Dan,2021-02-20,1900-01-01 11:54:14,Streaming,Y,Y,36.0,1900-01-01 00:04:16,2.0,256.0,11
ID2899,Diane,2021-02-20,1900-01-01 12:02:53,Technical Support,Y,Y,63.0,1900-01-01 00:04:47,1.0,287.0,12
ID2900,Becky,2021-02-20,1900-01-01 12:02:53,Payment related,Y,Y,20.0,1900-01-01 00:06:22,3.0,382.0,12
ID2901,Dan,2021-02-20,1900-01-01 12:10:05,Contract related,Y,N,115.0,1900-01-01 00:05:35,4.0,335.0,12
ID2902,Joe,2021-02-20,1900-01-01 12:10:05,Contract related,N,N,,,,,12
ID2903,Dan,2021-02-20,1900-01-01 12:25:55,Technical Support,Y,Y,95.0,1900-01-01 00:04:58,3.0,298.0,12
ID2904,Becky,2021-02-20,1900-01-01 12:25:55,Payment related,Y,Y,114.0,1900-01-01 00:03:07,4.0,187.0,12
ID2905,Martha,2021-02-20,1900-01-01 12:46:05,Contract related,Y,Y,71.0,1900-01-01 00:02:01,4.0,121.0,12
ID2906,Stewart,2021-02-20,1900-01-01 12:46:05,Payment related,Y,Y,44.0,1900-01-01 00:06:02,1.0,362.0,12
ID2907,Greg,2021-02-20,1900-01-01 12:51:50,Technical Support,N,N,,,,,12
ID2908,Becky,2021-02-20,1900-01-01 12:51:50,Technical Support,N,N,,,,,12
ID2909,Stewart,2021-02-20,1900-01-01 13:35:02,Payment related,Y,Y,24.0,1900-01-01 00:01:54,3.0,114.0,13
ID2910,Greg,2021-02-20,1900-01-01 13:35:02,Streaming,N,N,,,,,13
ID2911,Dan,2021-02-20,1900-01-01 13:56:38,Contract related,Y,Y,70.0,1900-01-01 00:02:59,3.0,179.0,13
ID2912,Jim,2021-02-20,1900-01-01 13:56:38,Streaming,N,N,,,,,13
ID2913,Dan,2021-02-20,1900-01-01 14:13:55,Admin Support,Y,Y,33.0,1900-01-01 00:00:40,1.0,40.0,14
ID2914,Diane,2021-02-20,1900-01-01 14:13:55,Contract related,N,N,,,,,14
ID2915,Greg,2021-02-20,1900-01-01 14:28:19,Admin Support,Y,N,15.0,1900-01-01 00:05:32,1.0,332.0,14
ID2916,Joe,2021-02-20,1900-01-01 14:28:19,Streaming,Y,Y,103.0,1900-01-01 00:04:56,4.0,296.0,14
ID2917,Martha,2021-02-20,1900-01-01 15:07:12,Contract related,Y,Y,61.0,1900-01-01 00:05:50,5.0,350.0,15
ID2918,Greg,2021-02-20,1900-01-01 15:07:12,Admin Support,N,N,,,,,15
ID2919,Greg,2021-02-20,1900-01-01 15:11:31,Contract related,Y,Y,32.0,1900-01-01 00:01:25,4.0,85.0,15
ID2920,Dan,2021-02-20,1900-01-01 15:11:31,Admin Support,Y,Y,33.0,1900-01-01 00:01:42,4.0,102.0,15
ID2921,Becky,2021-02-20,1900-01-01 15:12:58,Payment related,Y,Y,30.0,1900-01-01 00:05:50,3.0,350.0,15
ID2922,Stewart,2021-02-20,1900-01-01 15:12:58,Streaming,Y,Y,36.0,1900-01-01 00:05:26,4.0,326.0,15
ID2923,Dan,2021-02-20,1900-01-01 15:21:36,Technical Support,Y,Y,16.0,1900-01-01 00:04:20,4.0,260.0,15
ID2924,Stewart,2021-02-20,1900-01-01 15:21:36,Technical Support,Y,Y,60.0,1900-01-01 00:04:27,3.0,267.0,15
ID2925,Stewart,2021-02-20,1900-01-01 15:53:17,Technical Support,N,N,,,,,15
ID2926,Stewart,2021-02-20,1900-01-01 15:53:17,Contract related,Y,Y,42.0,1900-01-01 00:04:56,4.0,296.0,15
ID2927,Dan,2021-02-20,1900-01-01 16:00:29,Contract related,Y,Y,58.0,1900-01-01 00:05:41,1.0,341.0,16
ID2928,Greg,2021-02-20,1900-01-01 16:00:29,Payment related,Y,N,44.0,1900-01-01 00:02:18,1.0,138.0,16
ID2929,Martha,2021-02-20,1900-01-01 16:10:34,Streaming,Y,N,72.0,1900-01-01 00:02:33,1.0,153.0,16
ID2930,Stewart,2021-02-20,1900-01-01 16:10:34,Streaming,Y,Y,13.0,1900-01-01 00:03:57,4.0,237.0,16
ID2931,Jim,2021-02-20,1900-01-01 16:14:53,Streaming,Y,Y,113.0,1900-01-01 00:03:31,4.0,211.0,16
ID2932,Joe,2021-02-20,1900-01-01 16:14:53,Streaming,N,N,,,,,16
ID2933,Greg,2021-02-20,1900-01-01 16:16:19,Contract related,Y,Y,51.0,1900-01-01 00:06:30,4.0,390.0,16
ID2934,Greg,2021-02-20,1900-01-01 16:16:19,Contract related,Y,N,85.0,1900-01-01 00:05:14,1.0,314.0,16
ID2935,Stewart,2021-02-20,1900-01-01 16:32:10,Payment related,Y,N,27.0,1900-01-01 00:06:24,4.0,384.0,16
ID2936,Dan,2021-02-20,1900-01-01 16:32:10,Contract related,Y,Y,75.0,1900-01-01 00:03:25,3.0,205.0,16
ID2937,Jim,2021-02-20,1900-01-01 16:52:19,Contract related,Y,Y,63.0,1900-01-01 00:05:33,2.0,333.0,16
ID2938,Dan,2021-02-20,1900-01-01 16:52:19,Admin Support,N,N,,,,,16
ID2939,Diane,2021-02-20,1900-01-01 17:25:26,Payment related,Y,Y,22.0,1900-01-01 00:00:51,3.0,51.0,17
