Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand
186,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,28,Germany,Europe,Europe,1/4/2018,2,0.280304558
187,Male,5 - Senior Officer,N,1,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,,30 to 39,30,China,Asia Pacific,Elsewhere,1/4/2017,3,0.014920108
188,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,20 to 29,29,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.585399958
189,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.377553296
190,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,30 to 39,33,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.155917572
191,Male,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,5 - Senior Officer,N,3,60 to 69,62,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.221428775
192,Male,2 - Director,Y,,No,No,0.50,No,N,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,0,,N,,30 to 39,39,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.750980977
193,Male,4 - Manager,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,9,4 - Manager,N,3,20 to 29,25,France,Europe,Europe,1/4/2011,9,0.508326777
194,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,0,,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.65713446
195,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,30 to 39,30,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.510015186
196,Male,3 - Senior Manager,Y,,No,No,0.50,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0,,N,,40 to 49,40,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.793169773
197,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Finance,,6 - Junior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,1/4/2015,5,0.181969299
198,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,1,6 - Junior Officer,N,,40 to 49,41,Switzerland,Switzerland,Switzerland,1/4/2019,1,0.547704494
199,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.754217004
200,Male,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,4,5 - Senior Officer,N,3,40 to 49,41,Italy,Europe,Europe,1/4/2011,9,0.661460404
201,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,HR,,5 - Senior Officer,HR,60%,Part Time,Inconclusive,5 - Senior Officer & HR,Even,5 - Senior Officer,0,,N,,30 to 39,33,France,Europe,Europe,1/4/2020,0,0.305648669
202,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3,4 - Manager,N,2,30 to 39,34,United States,Americas,Elsewhere,1/4/2012,8,0.792792388
203,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Germany,Europe,Europe,1/4/2019,1,0.594745494
204,Male,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.880583798
205,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,40 to 49,40,Switzerland,Switzerland,Switzerland,1/4/2014,6,0.767015719
206,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Finance,,4 - Manager,Finance,Full Time,Full Time,Inconclusive,4 - Manager & Finance,Even,4 - Manager,1,5 - Senior Officer,Y,1,30 to 39,36,United Kingdom,Europe,Europe,1/4/2015,5,0.521634956
207,Male,2 - Director,Y,,No,No,0.50,No,N,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,0,,N,,30 to 39,38,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.47837902
208,Female,6 - Junior Officer,N,1,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.247438887
209,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,28,Germany,Europe,Europe,1/4/2017,3,0.063464441
210,Female,4 - Manager,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,4 - Manager,N,2,50 to 59,51,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.895538771
211,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,21,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.82412075
212,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0,,N,,20 to 29,27,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.278785046
213,Female,2 - Director,N,4,No,Yes,0.50,No,Y,HR,,2 - Director,HR,Full Time,Full Time,Inconclusive,2 - Director & HR,Uneven - Men benefit,2 - Director,3,2 - Director,N,2,40 to 49,44,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.345983644
214,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0,,N,,20 to 29,28,France,Europe,Europe,1/4/2020,0,0.982879926
215,Male,4 - Manager,N,1,Yes,Yes,0.50,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3,4 - Manager,N,3,30 to 39,37,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.628404526
216,Female,5 - Senior Officer,N,,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,3,5 - Senior Officer,N,2,40 to 49,44,France,Europe,Europe,1/4/2011,9,0.977052473
217,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,1/4/2019,1,0.568436911
218,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,29,Switzerland,Switzerland,Switzerland,1/4/2013,7,0.576496285
219,Female,3 - Senior Manager,Y,,No,No,0.50,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0,,N,,30 to 39,36,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.593937904
220,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,4,5 - Senior Officer,N,3,20 to 29,29,Germany,Europe,Europe,1/4/2011,9,0.328420381
221,Female,5 - Senior Officer,Y,,No,No,0.50,No,N,Strategy,,5 - Senior Officer,Strategy,Full Time,Full Time,Inconclusive,5 - Senior Officer & Strategy,Even,5 - Senior Officer,0,,N,,20 to 29,28,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.923861106
222,Male,2 - Director,N,3,Yes,Yes,0.50,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6,2 - Director,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,1/4/2012,8,0.045489672
223,Female,5 - Senior Officer,N,,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,5,5 - Senior Officer,N,3,20 to 29,29,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.692176984
224,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,2,3 - Senior Manager,N,3,40 to 49,46,Germany,Europe,Europe,1/4/2011,9,0.370869028
225,Male,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,20 to 29,25,Romania,Europe,Europe,1/4/2014,6,0.613143026
226,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,21,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.650988568
227,Male,4 - Manager,N,3,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3,4 - Manager,N,2,40 to 49,43,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.891051348
228,Male,5 - Senior Officer,N,2,Yes,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.254621083
229,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,2,30 to 39,35,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.54560097
230,Female,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,2,6 - Junior Officer,N,3,40 to 49,42,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.404101251
231,Male,3 - Senior Manager,N,3,No,Yes,0.50,No,Y,Finance,,3 - Senior Manager,Finance,Full Time,Full Time,Inconclusive,3 - Senior Manager & Finance,Uneven - Men benefit,3 - Senior Manager,3,3 - Senior Manager,N,3,30 to 39,39,France,Europe,Europe,1/4/2016,4,0.198821369
232,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,30 to 39,34,Spain,Europe,Europe,1/4/2017,3,0.232036354
233,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Strategy,,6 - Junior Officer,Strategy,80%,Part Time,Inconclusive,6 - Junior Officer & Strategy,Even,6 - Junior Officer,0,,N,,20 to 29,25,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.214707086
234,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,2,20 to 29,29,Germany,Europe,Europe,1/4/2018,2,0.006368494
235,Male,4 - Manager,N,3,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,2,4 - Manager,N,3,30 to 39,32,Switzerland,Switzerland,Switzerland,1/4/2014,6,0.852640893
236,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,22,Switzerland,Switzerland,Switzerland,1/4/2019,1,0.763703663
237,Female,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,30 to 39,31,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.937459374
238,Female,6 - Junior Officer,Y,,No,No,0.50,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0,,N,,20 to 29,22,France,Europe,Europe,1/4/2020,0,0.507860381
239,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,36,Italy,Europe,Europe,1/4/2014,6,0.85121685
240,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,27,Italy,Europe,Europe,1/4/2016,4,0.438240042
241,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,2,4 - Manager,N,2,30 to 39,38,Germany,Europe,Europe,1/4/2018,2,0.554524499
242,Male,5 - Senior Officer,N,3,No,No,0.50,Yes,Y,Internal Services,FY20,,Internal Services,Full Time,Full Time,,,,,3,5 - Senior Officer,N,3,30 to 39,37,France,Europe,Europe,1/4/2017,3,0.530677902
243,Male,2 - Director,N,3,No,Yes,0.50,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,1,3 - Senior Manager,Y,2,40 to 49,42,Switzerland,Switzerland,Switzerland,1/4/2013,7,0.62795321
244,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,4,40 to 49,41,United Kingdom,Europe,Europe,1/4/2011,9,0.279127436
245,Female,5 - Senior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,,Operations,70%,Part Time,,,,,5,5 - Senior Officer,N,3,40 to 49,49,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.11403766
246,Male,6 - Junior Officer,N,3,No,No,0.50,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,5,6 - Junior Officer,N,3,20 to 29,25,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.179375532
247,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,22,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.396816365
248,Male,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1,5 - Senior Officer,Y,1,30 to 39,30,Spain,Europe,Europe,1/4/2012,8,0.271619798
249,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,21,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.763674969
250,Male,6 - Junior Officer,N,2,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,5,6 - Junior Officer,N,2,20 to 29,24,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.600141929
251,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,29,Switzerland,Switzerland,Switzerland,1/4/2019,1,0.630759739
252,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.01693776
253,Male,6 - Junior Officer,N,4,No,Yes,0.50,No,Y,Finance,,6 - Junior Officer,Finance,Full Time,Full Time,Inconclusive,6 - Junior Officer & Finance,Even,6 - Junior Officer,5,6 - Junior Officer,N,2,20 to 29,26,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.860242556
254,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.67557022
255,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,26,Switzerland,Switzerland,Switzerland,1/4/2019,1,0.227771759
256,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,20 to 29,29,Germany,Europe,Europe,1/4/2015,5,0.329004551
257,Male,1 - Executive,N,,No,No,0.50,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,3,1 - Executive,N,3,40 to 49,43,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.348502366
258,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,20 to 29,26,France,Europe,Europe,1/4/2018,2,0.202536909
259,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,HR,,6 - Junior Officer,HR,Full Time,Full Time,Inconclusive,6 - Junior Officer & HR,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.871333364
260,Male,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2,5 - Senior Officer,N,3,20 to 29,28,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.687781164
261,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,HR,,4 - Manager,HR,Full Time,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,7,4 - Manager,N,3,30 to 39,39,France,Europe,Europe,1/4/2013,7,0.396678544
262,Male,2 - Director,N,2,No,Yes,0.50,No,Y,Finance,,2 - Director,Finance,Full Time,Full Time,Inconclusive,2 - Director & Finance,Uneven - Men benefit,2 - Director,1,3 - Senior Manager,Y,2,40 to 49,41,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.216400233
263,Male,5 - Senior Officer,Y,,No,No,0.50,No,N,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,0,,N,,20 to 29,27,Austria,Europe,Europe,1/4/2020,0,0.744108554
264,Male,6 - Junior Officer,N,2,Yes,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1,6 - Junior Officer,N,,20 to 29,28,France,Europe,Europe,1/4/2019,1,0.508521374
265,Female,4 - Manager,N,2,No,Yes,0.50,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2,4 - Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,1/4/2012,8,0.747914716
266,Female,5 - Senior Officer,N,3,No,Yes,0.50,No,Y,Operations,,5 - Senior Officer,Operations,80%,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2,5 - Senior Officer,N,2,30 to 39,32,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.760407749
267,Female,5 - Senior Officer,N,2,No,Yes,0.50,No,Y,Finance,,5 - Senior Officer,Finance,Full Time,Full Time,Inconclusive,5 - Senior Officer & Finance,Even,5 - Senior Officer,1,6 - Junior Officer,Y,1,20 to 29,29,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.397206947
268,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,3,20 to 29,23,France,Europe,Europe,1/4/2017,3,0.915911326
269,Male,5 - Senior Officer,N,3,Yes,Yes,0.50,No,Y,Strategy,,4 - Manager,Strategy,Full Time,Full Time,Inconclusive,5 - Senior Officer & Strategy,Even,5 - Senior Officer,3,5 - Senior Officer,N,3,30 to 39,36,Switzerland,Switzerland,Switzerland,1/4/2017,3,0.943588067
270,Female,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5,6 - Junior Officer,N,3,20 to 29,27,Switzerland,Switzerland,Switzerland,1/4/2015,5,0.196346569
271,Female,4 - Manager,N,4,No,Yes,0.50,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3,4 - Manager,N,3,40 to 49,41,Switzerland,Switzerland,Switzerland,1/4/2011,9,0.955126569
272,Female,2 - Director,Y,,No,No,0.50,No,N,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,0,,N,,30 to 39,39,Switzerland,Switzerland,Switzerland,1/4/2020,0,0.226948567
273,Female,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.835659416
274,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2,6 - Junior Officer,N,3,16 to 19,19,Switzerland,Switzerland,Switzerland,1/4/2018,2,0.032877731
275,Female,2 - Director,N,3,No,No,0.50,Yes,Y,Operations,FY20,,Operations,Full Time,Full Time,,,,,5,2 - Director,N,,40 to 49,41,France,Europe,Europe,1/4/2015,5,0.44929129
276,Male,6 - Junior Officer,N,1,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,16 to 19,19,France,Europe,Europe,1/4/2017,3,0.085240666
277,Male,6 - Junior Officer,N,3,No,Yes,0.50,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3,6 - Junior Officer,N,2,20 to 29,23,France,Europe,Europe,1/4/2017,3,0.204481208
278,Male,3 - Senior Manager,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4,3 - Senior Manager,N,3,30 to 39,39,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.81376317
279,Male,6 - Junior Officer,N,2,No,Yes,0.50,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,4,6 - Junior Officer,N,3,20 to 29,24,Switzerland,Switzerland,Switzerland,1/4/2016,4,0.765458938
280,Male,1 - Executive,Y,,No,No,0.50,No,N,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,,,,,0,,N,,30 to 39,38,France,Europe,Europe,1/4/2020,0,0.162996939
